transaction_id,timestamp,amount,declared_instrument,sub_instrument,card_bin,card_tier,mcc,merchant_true_category,tax_amount_provided,po_code_provided,line_item_detail_provided,contracted_flat_rate,fee_charged,tax_charged,turnover_tier,injected_issue,classification,matched_rule_id,expected_fee,fee_charged,delta,note
TXN_000239,2026-08-24 18:21:21,30879.95,Card,Visa_credit,433333.0,corporate,5045,B2B wholesale,False,False,True,0.02,864.64,155.64,above_20L,R10_l2_l3_downgrade,Leaked,R10,617.6,864.64,247.04,"Statutory disparity against R10: expected Rs 617.60, charged Rs 864.64."
TXN_000240,2026-08-23 09:07:17,2154.87,UPI,RuPay_credit_UPI,422222.0,premium_rewards,5045,B2B wholesale,True,True,False,0.02,32.32,5.82,above_20L,clean,Matched,R4,32.32,32.32,0.0,Accurate fee verified against R4.
TXN_000241,2026-08-23 14:29:28,6245.7,Card,Mastercard_credit,533333.0,corporate,5411,B2B wholesale,True,True,False,0.02,124.91,22.48,above_20L,R12_mcc_misclassification,Flagged_For_Review,R9,124.91,124.91,0.0,Market credit card rate applied; requires bilateral MSA contract review.
TXN_000242,2026-08-30 00:50:19,2088.13,UPI,PPI_wallet_UPI,,,5411,B2B wholesale,True,True,False,0.02,22.97,4.13,above_20L,R12_mcc_misclassification,Leaked,R6b,18.79,22.97,4.18,"Statutory disparity against R6b: expected Rs 18.79, charged Rs 22.97."
TXN_000243,2026-08-24 13:25:40,2265.88,UPI,bank_UPI,,,5411,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,R12_mcc_misclassification,Matched,R1,0.0,0.0,0.0,Accurate fee verified against R1.
TXN_000244,2026-08-20 21:40:09,2299.77,UPI,bank_UPI,,,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean,Matched,R1,0.0,0.0,0.0,Accurate fee verified against R1.
TXN_000245,2026-08-30 06:49:02,2430.5,UPI,bank_UPI,,,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean,Matched,R1,0.0,0.0,0.0,Accurate fee verified against R1.
TXN_000246,2026-08-18 14:31:18,2237.54,UPI,,533333.0,corporate,5045,B2B wholesale,True,True,False,0.02,33.56,6.04,above_20L,exception_missing_tag,Exception,NONE,,33.56,,Missing sub_instrument routing tag; cannot verify applicable statutory MDR.
TXN_000247,2026-08-29 03:42:41,47469.35,Card,Visa_credit,511111.0,basic,5045,B2B wholesale,True,True,True,0.02,949.39,170.89,above_20L,clean,Flagged_For_Review,R9,949.39,949.39,0.0,Market credit card rate applied; requires bilateral MSA contract review.
TXN_000248,2026-08-21 09:37:16,53567.17,UPI,bank_UPI,,,5045,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,clean,Matched,R1,0.0,0.0,0.0,Accurate fee verified against R1.
TXN_000249,2026-08-22 02:05:39,2039.89,UPI,bank_UPI,,,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean,Matched,R1,0.0,0.0,0.0,Accurate fee verified against R1.
TXN_000250,2026-08-20 11:05:19,12795.38,Card,Visa_credit,607111.0,basic,5045,B2B wholesale,True,True,True,0.02,255.91,46.06,above_20L,clean,Flagged_For_Review,R9,255.91,255.91,0.0,Market credit card rate applied; requires bilateral MSA contract review.
TXN_000251,2026-08-25 14:31:52,63231.97,Card,Mastercard_credit,607111.0,basic,5045,B2B wholesale,True,True,True,0.02,1264.64,227.64,above_20L,clean,Flagged_For_Review,R9,1264.64,1264.64,0.0,Market credit card rate applied; requires bilateral MSA contract review.
TXN_000252,2026-08-27 07:23:47,62466.73,UPI,bank_UPI,,,5045,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,clean,Matched,R1,0.0,0.0,0.0,Accurate fee verified against R1.
TXN_000253,2026-08-20 02:57:14,50834.62,Card,Mastercard_credit,422222.0,premium_rewards,5411,B2B wholesale,True,True,True,0.02,1016.69,183.0,above_20L,R12_mcc_misclassification,Flagged_For_Review,R9,1016.69,1016.69,0.0,Market credit card rate applied; requires bilateral MSA contract review.
TXN_000254,2026-08-21 20:21:10,2041.99,UPI,PPI_wallet_UPI,,,5045,B2B wholesale,True,True,False,0.02,22.46,4.04,above_20L,clean,Matched,R6c,22.46,22.46,0.0,Accurate fee verified against R6c.
TXN_000255,2026-08-22 08:40:29,16148.18,Card,RuPay_debit,433333.0,corporate,5045,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,clean,Matched,R2,0.0,0.0,0.0,Accurate fee verified against R2.
TXN_000256,2026-08-25 20:17:55,44686.09,UPI,bank_UPI,,,5045,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,clean,Matched,R1,0.0,0.0,0.0,Accurate fee verified against R1.
TXN_000257,2026-08-17 22:04:05,2275.66,UPI,bank_UPI,,,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean,Matched,R1,0.0,0.0,0.0,Accurate fee verified against R1.
TXN_000258,2026-08-21 16:01:17,5112.08,Card,RuPay_debit,411111.0,basic,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean,Matched,R2,0.0,0.0,0.0,Accurate fee verified against R2.
TXN_000259,2026-08-27 04:28:44,11064.04,UPI,PPI_wallet_UPI,,,5045,B2B wholesale,True,True,True,0.02,121.7,21.91,above_20L,clean,Matched,R6c,121.7,121.7,0.0,Accurate fee verified against R6c.
TXN_000260,2026-08-16 05:54:19,40631.51,Card,RuPay_debit,422222.0,premium_rewards,5045,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,clean,Matched,R2,0.0,0.0,0.0,Accurate fee verified against R2.
TXN_000261,2026-08-27 04:18:44,46011.91,Card,,422222.0,premium_rewards,5045,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,exception_missing_tag,Exception,NONE,,0.0,,Missing sub_instrument routing tag; cannot verify applicable statutory MDR.
TXN_000262,2026-08-21 22:26:44,2253.52,UPI,PPI_wallet_UPI,,,5045,B2B wholesale,True,True,False,0.02,24.79,4.46,above_20L,clean,Matched,R6c,24.79,24.79,0.0,Accurate fee verified against R6c.
TXN_000263,2026-08-20 20:43:45,40048.18,UPI,bank_UPI,,,5045,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,clean,Matched,R1,0.0,0.0,0.0,Accurate fee verified against R1.
TXN_000264,2026-08-20 12:54:22,22321.82,Card,RuPay_debit,511111.0,basic,5045,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,clean,Matched,R2,0.0,0.0,0.0,Accurate fee verified against R2.
TXN_000265,2026-08-16 05:06:16,5136.0,UPI,bank_UPI,,,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean,Matched,R1,0.0,0.0,0.0,Accurate fee verified against R1.
TXN_000266,2026-08-17 18:47:08,56784.85,UPI,,,,5045,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,exception_missing_tag,Exception,NONE,,0.0,,Missing sub_instrument routing tag; cannot verify applicable statutory MDR.
TXN_000267,2026-08-20 00:03:26,60227.35,UPI,bank_UPI,,,5045,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,clean,Matched,R1,0.0,0.0,0.0,Accurate fee verified against R1.
TXN_000268,2026-08-28 08:13:31,44201.95,Card,RuPay_debit,422222.0,premium_rewards,5045,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,clean,Matched,R2,0.0,0.0,0.0,Accurate fee verified against R2.
TXN_000269,2026-08-24 20:21:55,57904.92,Card,Mastercard_credit,607111.0,basic,5045,B2B wholesale,True,True,True,0.02,1158.1,208.46,above_20L,clean,Flagged_For_Review,R9,1158.1,1158.1,0.0,Market credit card rate applied; requires bilateral MSA contract review.
TXN_000270,2026-08-15 17:15:01,18814.33,Card,Debit_non_rupay,,,5045,B2B wholesale,True,True,True,0.02,169.33,30.48,above_20L,clean,Matched,R8,169.33,169.33,0.0,Accurate fee verified against R8.
TXN_000271,2026-08-21 05:15:12,28674.36,UPI,bank_UPI,,,5045,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,clean,Matched,R1,0.0,0.0,0.0,Accurate fee verified against R1.
TXN_000272,2026-08-18 21:04:32,63195.49,Card,Visa_credit,533333.0,corporate,5411,B2B wholesale,True,True,True,0.02,1263.91,227.5,above_20L,R12_mcc_misclassification,Flagged_For_Review,R9,1263.91,1263.91,0.0,Market credit card rate applied; requires bilateral MSA contract review.
TXN_000273,2026-08-28 02:05:07,2261.34,UPI,bank_UPI,,,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean,Matched,R1,0.0,0.0,0.0,Accurate fee verified against R1.
TXN_000274,2026-08-21 11:13:55,2127.88,UPI,bank_UPI,,,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean,Matched,R1,0.0,0.0,0.0,Accurate fee verified against R1.
TXN_000275,2026-08-23 18:40:15,2103.33,UPI,PPI_wallet_UPI,,,5045,B2B wholesale,True,True,False,0.02,23.14,4.17,above_20L,clean,Matched,R6c,23.14,23.14,0.0,Accurate fee verified against R6c.
TXN_000276,2026-08-18 19:11:26,2171.52,UPI,bank_UPI,,,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean,Matched,R1,0.0,0.0,0.0,Accurate fee verified against R1.
TXN_000277,2026-08-17 11:41:14,2287.55,UPI,bank_UPI,,,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean,Matched,R1,0.0,0.0,0.0,Accurate fee verified against R1.
TXN_000278,2026-08-28 10:22:35,23330.07,Card,RuPay_debit,533333.0,corporate,5045,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,clean,Matched,R2,0.0,0.0,0.0,Accurate fee verified against R2.
TXN_000279,2026-08-17 04:42:32,2252.72,UPI,bank_UPI,,,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean,Matched,R1,0.0,0.0,0.0,Accurate fee verified against R1.
TXN_000280,2026-08-19 09:03:02,2448.55,UPI,RuPay_credit_UPI,433333.0,corporate,5045,B2B wholesale,True,True,False,0.02,36.73,6.61,above_20L,clean,Matched,R4,36.73,36.73,0.0,Accurate fee verified against R4.
TXN_000281,2026-08-24 13:25:53,2154.79,UPI,bank_UPI,,,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean,Matched,R1,0.0,0.0,0.0,Accurate fee verified against R1.
TXN_000282,2026-08-26 13:32:46,2227.27,UPI,RuPay_credit_UPI,433333.0,corporate,5045,B2B wholesale,True,True,False,0.02,33.41,6.01,above_20L,clean,Matched,R4,33.41,33.41,0.0,Accurate fee verified against R4.
TXN_000283,2026-08-23 04:37:55,28989.61,Card,RuPay_debit,607111.0,basic,5411,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,R12_mcc_misclassification,Matched,R2,0.0,0.0,0.0,Accurate fee verified against R2.
TXN_000284,2026-08-19 05:47:51,2167.86,UPI,PPI_wallet_UPI,,,5045,B2B wholesale,True,True,False,0.02,23.85,4.29,above_20L,clean,Matched,R6c,23.85,23.85,0.0,Accurate fee verified against R6c.
TXN_000285,2026-08-27 14:18:33,2344.05,UPI,bank_UPI,,,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean,Matched,R1,0.0,0.0,0.0,Accurate fee verified against R1.
TXN_000286,2026-08-24 19:27:42,2418.49,UPI,bank_UPI,,,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean,Matched,R1,0.0,0.0,0.0,Accurate fee verified against R1.
TXN_000287,2026-08-23 06:18:20,54649.36,Card,RuPay_debit,411111.0,basic,5045,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,clean,Matched,R2,0.0,0.0,0.0,Accurate fee verified against R2.
TXN_000288,2026-08-30 02:02:02,2407.81,UPI,bank_UPI,,,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean,Matched,R1,0.0,0.0,0.0,Accurate fee verified against R1.
TXN_000289,2026-08-23 09:50:34,13503.94,Card,Visa_credit,607222.0,corporate,5045,B2B wholesale,True,True,True,0.02,270.08,48.61,above_20L,clean,Flagged_For_Review,R9,270.08,270.08,0.0,Market credit card rate applied; requires bilateral MSA contract review.
TXN_000290,2026-08-28 04:58:00,2003.3,UPI,bank_UPI,,,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean,Matched,R1,0.0,0.0,0.0,Accurate fee verified against R1.
TXN_000291,2026-08-19 10:23:03,2167.23,UPI,bank_UPI,,,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean,Matched,R1,0.0,0.0,0.0,Accurate fee verified against R1.
TXN_000292,2026-08-21 21:07:36,2058.12,UPI,bank_UPI,,,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean,Matched,R1,0.0,0.0,0.0,Accurate fee verified against R1.
TXN_000293,2026-08-25 17:38:42,10961.81,Card,Debit_non_rupay,,,5411,B2B wholesale,True,True,True,0.02,98.66,17.76,above_20L,R12_mcc_misclassification,Matched,R8,98.66,98.66,0.0,Accurate fee verified against R8.
TXN_000294,2026-08-16 14:49:05,2249.98,UPI,bank_UPI,,,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean,Matched,R1,0.0,0.0,0.0,Accurate fee verified against R1.
TXN_000295,2026-08-25 11:57:44,19096.93,Card,Mastercard_credit,522222.0,premium_rewards,5045,B2B wholesale,True,True,True,0.02,381.94,68.75,above_20L,clean,Flagged_For_Review,R9,381.94,381.94,0.0,Market credit card rate applied; requires bilateral MSA contract review.
TXN_000296,2026-08-28 07:47:34,2314.04,UPI,bank_UPI,,,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean,Matched,R1,0.0,0.0,0.0,Accurate fee verified against R1.
TXN_000297,2026-08-23 03:12:58,60428.31,UPI,,,,5045,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,exception_missing_tag,Exception,NONE,,0.0,,Missing sub_instrument routing tag; cannot verify applicable statutory MDR.
TXN_000298,2026-08-18 04:12:25,32285.5,Card,RuPay_debit,607111.0,basic,5045,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,clean,Matched,R2,0.0,0.0,0.0,Accurate fee verified against R2.
TXN_000299,2026-08-15 20:42:33,49642.28,Card,,511111.0,basic,5045,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,exception_missing_tag,Exception,NONE,,0.0,,Missing sub_instrument routing tag; cannot verify applicable statutory MDR.
TXN_000300,2026-08-23 17:08:29,2003.06,UPI,RuPay_credit_UPI,522222.0,premium_rewards,5045,B2B wholesale,True,True,False,0.02,30.05,5.41,above_20L,clean,Matched,R4,30.05,30.05,0.0,Accurate fee verified against R4.
TXN_000301,2026-08-18 13:46:16,2415.55,UPI,bank_UPI,,,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean,Matched,R1,0.0,0.0,0.0,Accurate fee verified against R1.
TXN_000302,2026-08-24 10:38:59,19869.68,UPI,bank_UPI,,,5045,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,clean,Matched,R1,0.0,0.0,0.0,Accurate fee verified against R1.
TXN_000303,2026-08-20 19:33:59,2410.67,UPI,RuPay_credit_UPI,511111.0,basic,5045,B2B wholesale,True,True,False,0.02,36.16,6.51,above_20L,clean,Matched,R4,36.16,36.16,0.0,Accurate fee verified against R4.
TXN_000304,2026-08-27 21:45:48,2355.99,UPI,bank_UPI,,,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean,Matched,R1,0.0,0.0,0.0,Accurate fee verified against R1.
TXN_000305,2026-08-18 03:18:26,23977.12,Card,Mastercard_credit,607222.0,corporate,5045,B2B wholesale,True,True,True,0.02,479.54,86.32,above_20L,clean,Flagged_For_Review,R9,479.54,479.54,0.0,Market credit card rate applied; requires bilateral MSA contract review.
TXN_000306,2026-08-17 15:36:56,2209.06,UPI,bank_UPI,,,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean,Matched,R1,0.0,0.0,0.0,Accurate fee verified against R1.
TXN_000307,2026-08-21 01:23:44,25120.92,Card,Mastercard_credit,522222.0,premium_rewards,5045,B2B wholesale,True,True,True,0.02,502.42,90.44,above_20L,clean,Flagged_For_Review,R9,502.42,502.42,0.0,Market credit card rate applied; requires bilateral MSA contract review.
TXN_000308,2026-08-20 11:52:03,20502.61,UPI,bank_UPI,,,5045,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,clean,Matched,R1,0.0,0.0,0.0,Accurate fee verified against R1.
TXN_000309,2026-08-27 15:41:41,58382.1,UPI,bank_UPI,,,5045,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,clean,Matched,R1,0.0,0.0,0.0,Accurate fee verified against R1.
TXN_000310,2026-08-22 21:43:40,55175.38,UPI,bank_UPI,,,5045,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,clean,Matched,R1,0.0,0.0,0.0,Accurate fee verified against R1.
TXN_000311,2026-08-30 04:07:33,2024.73,UPI,bank_UPI,,,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean,Matched,R1,0.0,0.0,0.0,Accurate fee verified against R1.
TXN_000312,2026-08-27 17:52:05,45133.52,UPI,PPI_wallet_UPI,,,5045,B2B wholesale,True,True,True,0.02,496.47,89.36,above_20L,clean,Matched,R6c,496.47,496.47,0.0,Accurate fee verified against R6c.
TXN_000313,2026-08-19 12:46:25,10916.98,UPI,RuPay_credit_UPI,522222.0,premium_rewards,5045,B2B wholesale,True,True,True,0.02,163.75,29.47,above_20L,clean,Matched,R4,163.75,163.75,0.0,Accurate fee verified against R4.
TXN_000314,2026-08-16 04:33:35,46958.22,Card,Mastercard_credit,511111.0,basic,5045,B2B wholesale,True,True,True,0.02,939.16,169.05,above_20L,clean,Flagged_For_Review,R9,939.16,939.16,0.0,Market credit card rate applied; requires bilateral MSA contract review.
TXN_000315,2026-08-23 16:42:11,32777.71,UPI,PPI_wallet_UPI,,,5045,B2B wholesale,True,True,True,0.02,360.55,64.9,above_20L,clean,Matched,R6c,360.55,360.55,0.0,Accurate fee verified against R6c.
TXN_000316,2026-08-27 04:24:12,2178.32,UPI,,,,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,exception_missing_tag,Exception,NONE,,0.0,,Missing sub_instrument routing tag; cannot verify applicable statutory MDR.
TXN_000317,2026-08-22 16:17:07,39252.65,Card,,,,5045,B2B wholesale,True,True,True,0.02,353.27,63.59,above_20L,exception_missing_tag,Exception,NONE,,353.27,,Missing sub_instrument routing tag; cannot verify applicable statutory MDR.
TXN_000318,2026-08-27 23:05:39,16934.37,UPI,bank_UPI,,,5045,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,clean,Matched,R1,0.0,0.0,0.0,Accurate fee verified against R1.
TXN_000319,2026-08-24 03:30:04,25996.67,Card,RuPay_debit,433333.0,corporate,5045,B2B wholesale,False,False,True,0.02,207.97,37.43,above_20L,R10_l2_l3_downgrade,Leaked,R10,519.93,207.97,-311.96,"Statutory disparity against R10: expected Rs 519.93, charged Rs 207.97."
TXN_000320,2026-08-23 02:13:54,14102.19,UPI,RuPay_credit_UPI,433333.0,corporate,5411,B2B wholesale,True,True,True,0.02,211.53,38.08,above_20L,R12_mcc_misclassification,Matched,R4,211.53,211.53,0.0,Accurate fee verified against R4.
TXN_000321,2026-08-27 04:13:27,44940.52,Card,RuPay_debit,511111.0,basic,5045,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,clean,Matched,R2,0.0,0.0,0.0,Accurate fee verified against R2.
TXN_000322,2026-08-17 06:24:04,50768.65,UPI,RuPay_credit_UPI,511111.0,basic,5045,B2B wholesale,True,True,True,0.02,761.53,137.08,above_20L,clean,Matched,R4,761.53,761.53,0.0,Accurate fee verified against R4.
TXN_000323,2026-08-15 10:50:48,2073.19,UPI,bank_UPI,,,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean,Matched,R1,0.0,0.0,0.0,Accurate fee verified against R1.
TXN_000324,2026-08-21 14:11:24,2235.99,UPI,bank_UPI,,,5411,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,R12_mcc_misclassification,Matched,R1,0.0,0.0,0.0,Accurate fee verified against R1.
TXN_000325,2026-08-19 05:43:20,2074.18,UPI,bank_UPI,,,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean,Matched,R1,0.0,0.0,0.0,Accurate fee verified against R1.
TXN_000326,2026-08-22 07:28:26,2131.48,UPI,bank_UPI,,,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean,Matched,R1,0.0,0.0,0.0,Accurate fee verified against R1.
TXN_000327,2026-08-16 11:24:55,17720.36,Card,RuPay_debit,522222.0,premium_rewards,5045,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,clean,Matched,R2,0.0,0.0,0.0,Accurate fee verified against R2.
TXN_000328,2026-08-22 05:03:22,2084.05,UPI,PPI_wallet_UPI,,,5045,B2B wholesale,True,True,False,0.02,22.92,4.13,above_20L,clean,Matched,R6c,22.92,22.92,0.0,Accurate fee verified against R6c.
TXN_000329,2026-08-26 17:06:35,5331.85,UPI,bank_UPI,,,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean,Matched,R1,0.0,0.0,0.0,Accurate fee verified against R1.
TXN_000330,2026-08-15 16:22:14,2312.89,UPI,bank_UPI,,,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean,Matched,R1,0.0,0.0,0.0,Accurate fee verified against R1.
TXN_000331,2026-08-26 02:35:56,2282.06,UPI,PPI_wallet_UPI,,,5045,B2B wholesale,True,True,False,0.02,25.1,4.52,above_20L,clean,Matched,R6c,25.1,25.1,0.0,Accurate fee verified against R6c.
TXN_000332,2026-08-22 04:45:31,2286.87,UPI,bank_UPI,,,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean,Matched,R1,0.0,0.0,0.0,Accurate fee verified against R1.
TXN_000333,2026-08-26 22:25:08,2072.52,UPI,bank_UPI,,,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean,Matched,R1,0.0,0.0,0.0,Accurate fee verified against R1.
TXN_000334,2026-08-23 08:06:32,4962.32,UPI,bank_UPI,,,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean,Matched,R1,0.0,0.0,0.0,Accurate fee verified against R1.
TXN_000335,2026-08-26 18:28:29,55629.6,Card,RuPay_debit,422222.0,premium_rewards,5411,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,R12_mcc_misclassification,Matched,R2,0.0,0.0,0.0,Accurate fee verified against R2.
TXN_000336,2026-08-22 10:21:34,2210.2,UPI,RuPay_credit_UPI,607111.0,basic,5411,B2B wholesale,True,True,False,0.02,33.15,5.97,above_20L,R12_mcc_misclassification,Matched,R4,33.15,33.15,0.0,Accurate fee verified against R4.
TXN_000337,2026-08-19 14:40:34,24092.86,UPI,bank_UPI,,,5045,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,clean,Matched,R1,0.0,0.0,0.0,Accurate fee verified against R1.
TXN_000338,2026-08-29 15:58:17,10327.77,UPI,bank_UPI,,,5045,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,clean,Matched,R1,0.0,0.0,0.0,Accurate fee verified against R1.
TXN_000339,2026-08-16 13:34:30,62957.97,Card,RuPay_debit,533333.0,corporate,5045,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,clean,Matched,R2,0.0,0.0,0.0,Accurate fee verified against R2.
TXN_000340,2026-08-29 02:07:06,57671.76,Card,RuPay_debit,511111.0,basic,5045,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,clean,Matched,R2,0.0,0.0,0.0,Accurate fee verified against R2.
TXN_000341,2026-08-19 03:20:06,2381.95,UPI,bank_UPI,,,5411,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,R12_mcc_misclassification,Matched,R1,0.0,0.0,0.0,Accurate fee verified against R1.
TXN_000342,2026-08-26 08:31:52,2127.59,UPI,bank_UPI,,,5411,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,R12_mcc_misclassification,Matched,R1,0.0,0.0,0.0,Accurate fee verified against R1.
TXN_000343,2026-08-25 23:49:28,2132.89,UPI,bank_UPI,,,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean,Matched,R1,0.0,0.0,0.0,Accurate fee verified against R1.
TXN_000344,2026-08-24 04:18:13,54738.12,UPI,bank_UPI,,,5045,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,clean,Matched,R1,0.0,0.0,0.0,Accurate fee verified against R1.
TXN_000345,2026-08-23 03:47:40,2115.69,UPI,PPI_wallet_UPI,,,5411,B2B wholesale,True,True,False,0.02,23.27,4.19,above_20L,R12_mcc_misclassification,Leaked,R6b,19.04,23.27,4.23,"Statutory disparity against R6b: expected Rs 19.04, charged Rs 23.27."
TXN_000346,2026-08-26 18:38:46,59215.63,UPI,PPI_wallet_UPI,,,5045,B2B wholesale,True,True,True,0.02,651.37,117.25,above_20L,clean,Matched,R6c,651.37,651.37,0.0,Accurate fee verified against R6c.
TXN_000347,2026-08-17 01:04:48,2306.7,UPI,bank_UPI,,,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean,Matched,R1,0.0,0.0,0.0,Accurate fee verified against R1.
TXN_000348,2026-08-21 18:55:11,2075.43,UPI,bank_UPI,,,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean,Matched,R1,0.0,0.0,0.0,Accurate fee verified against R1.
TXN_000349,2026-08-29 17:58:19,2061.68,UPI,bank_UPI,,,5411,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,R12_mcc_misclassification,Matched,R1,0.0,0.0,0.0,Accurate fee verified against R1.
TXN_000350,2026-08-16 20:49:06,2261.85,UPI,RuPay_credit_UPI,607111.0,basic,5045,B2B wholesale,True,True,False,0.02,33.93,6.11,above_20L,clean,Matched,R4,33.93,33.93,0.0,Accurate fee verified against R4.
TXN_000351,2026-08-28 20:22:06,2028.68,UPI,bank_UPI,,,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean,Matched,R1,0.0,0.0,0.0,Accurate fee verified against R1.
TXN_000352,2026-08-21 23:16:06,57127.95,UPI,,,,5045,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,exception_missing_tag,Exception,NONE,,0.0,,Missing sub_instrument routing tag; cannot verify applicable statutory MDR.
TXN_000353,2026-08-20 23:30:50,40358.3,UPI,bank_UPI,,,5045,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,clean,Matched,R1,0.0,0.0,0.0,Accurate fee verified against R1.
TXN_000354,2026-08-25 21:49:30,43684.18,Card,Visa_credit,433333.0,corporate,5045,B2B wholesale,True,True,True,0.02,873.68,157.26,above_20L,clean,Flagged_For_Review,R9,873.68,873.68,0.0,Market credit card rate applied; requires bilateral MSA contract review.
TXN_000355,2026-08-29 00:48:15,63263.93,Card,RuPay_debit,411111.0,basic,5045,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,clean,Matched,R2,0.0,0.0,0.0,Accurate fee verified against R2.
TXN_000356,2026-08-21 23:27:16,2306.83,UPI,bank_UPI,,,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean,Matched,R1,0.0,0.0,0.0,Accurate fee verified against R1.
TXN_000357,2026-08-16 09:38:04,5691.6,Card,RuPay_debit,511111.0,basic,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean,Matched,R2,0.0,0.0,0.0,Accurate fee verified against R2.
